ley_a,ley_a_nombre,ley_a_corta,ley_b,ley_b_nombre,ley_b_corta,sector_a,sector_b,mismo_sector,citas_a_a_b,citas_b_a_a,textos_a_cita_b,textos_b_cita_a
ley-de-ingresos-sobre-hidrocarburos,LEY de Ingresos sobre Hidrocarburos,LIH,ley-del-sector-hidrocarburos,LEY del Sector Hidrocarburos,LH,fiscal,energia,False,11,9,"[Art.3 · high · conformidad] 25  I.	Área Unificada: el área determinada en superficie y profundidad en la que se instruyó la unificación por tratarse de un yacimiento compartido, de conformidad con la Ley del Sector Hidrocarburos; Fracción adicionada DOF 18-03-2025  I Bis.	Barril: unidad de medida equivalente a un volumen igual ||| [Art.26 · high · terminos_establecido] , la Secretaría debe fijar las condiciones económicas relativas a los términos fiscales de los mismos. En caso de que dichos Contratos se modifiquen, en términos de lo establecido en la Ley del Sector Hidrocarburos, la Secretaría debe determinar las nuevas condiciones económicas relativas a los térm ||| [Art.64 · high · a_que_refiere] ey del Impuesto sobre la Renta se considera que se constituye establecimiento permanente cuando un residente en el extranjero realice las actividades a que se refiere la Ley del Sector Hidrocarburos, en territorio nacional o en la zona económica exclusiva sobre la cual México tenga derecho, en un pe","[Art.30 · high · lo_previsto] de producción de Hidrocarburos de la Asignación, deben cubrirse en primer término las obligaciones fiscales inherentes a la Asignación en términos de lo previsto en la Ley de Ingresos sobre Hidrocarburos; en segundo término, se debe cubrir la recuperación de costos que no puede ser mayor al treinta  ||| [Art.43 · high · lo_dispuesto] idad o producción compartida, o de licencia. Las contraprestaciones establecidas en los Contratos para la Exploración y Extracción se deben sujetar a lo dispuesto en la Ley de Ingresos sobre Hidrocarburos. ||| [Art.54 · high · lo_dispuesto] nte, la Secretaría de Hacienda y Crédito Público debe establecer las condiciones económicas relativas a los términos fiscales que correspondan, según lo dispuesto en la Ley de Ingresos sobre Hidrocarburos."
ley-general-de-vida-silvestre,LEY General de Vida Silvestre,LGVS,ley-general-del-equilibrio-ecologico-y-la-proteccion-al-ambiente,LEY General del Equilibrio Ecológico y la Protección al Ambiente,LGEEPA,ambiental,ambiental,True,17,2,"[Art.20 · high · conformidad] vida silvestre y su hábitat, con la utilización sustentable de bienes y servicios, así como de incorporar éstos al análisis y planeación económicos, de conformidad con la Ley General del Equilibrio Ecológico y la Protección al Ambiente y otras disposiciones aplicables, mediante:  a) Sistemas de cert ||| [Art.121 · high · establecida_en] o de los quince días siguientes a su aseguramiento, siempre y cuando se trate de un bien permitido en el comercio, la cual se realizará conforme a lo establecido en la Ley General del Equilibrio Ecológico y la Protección al Ambiente. En este caso, la Secretaría deberá invertir las cantidades corresp ||| [Art.5o · medium · direct_mention] ítica nacional en materia de vida silvestre se observarán, por parte de las autoridades competentes, los principios establecidos en el artículo 15 de la Ley General del Equilibrio Ecológico y la Protección al Ambiente. Además dichas autoridades deberán prever:  I. La conservación de la diversidad ge","[Art.51 · medium · direct_mention] rán las actividades o aprovechamientos que procedan, de conformidad con lo que disponen esta Ley, la Ley General de Pesca y Acuacultura Sustentables, la Ley General de Vida Silvestre, la Ley Federal del Mar, las convenciones internacionales de las que México sea parte y las demás disposiciones juríd ||| [Art.54 · medium · direct_mention] ARTÍCULO 54.- Las áreas de protección de la flora y la fauna se constituirán de conformidad con las disposiciones de esta Ley, de la Ley General de Vida Silvestre, la Ley de Pesca y demás aplicables, en los lugares que contienen los hábitat de cuyo equilibrio y preservación dependen la existencia, t"
ley-del-impuesto-al-valor-agregado,LEY del Impuesto al Valor Agregado,LIVA,ley-del-impuesto-sobre-la-renta,LEY del Impuesto sobre la Renta,LISR,fiscal,fiscal,True,11,6,"[Art.5o · high · a_que_refiere] ncluyendo los actos o actividades a que se refiere el artículo 4o.-A de esta Ley, y Inciso reformado DOF 12-11-2021  d)	Tratándose de las inversiones a que se refiere la Ley del Impuesto sobre la Renta, el impuesto al valor agregado que le haya sido trasladado al contribuyente en su adquisición o el ||| [Art.9o · high · a_que_refiere] s comprobantes que permitan participar en loterías, rifas, sorteos o juegos con apuestas y concursos de toda clase, así como los premios respectivos, a que se refiere la Ley del Impuesto sobre la Renta.  VI.- Moneda nacional y moneda extranjera, así como las piezas de oro o de plata que hubieran ten ||| [Art.15 · high · en_los_terminos] rovengan de cajas de ahorro de los trabajadores, y de fondos de ahorro establecido por las empresas siempre que reúna los requisitos de deducibilidad en los términos de la Ley del Impuesto sobre la Renta.  f) Deriven de obligaciones emitidas conforme a lo dispuesto en la Ley General de Títulos y Ope","[Art.27 · medium · direct_mention] se obtenga en dicha fecha. Tratándose de las declaraciones informativas a que se refieren los artículos 76 de esta Ley, y 32, fracciones V y VIII de la Ley del Impuesto al Valor Agregado, éstas se deberán presentar en los plazos que al efecto establece el citado artículo 76 y contar a partir de esa  ||| [Art.113-A · medium · direct_mention] diante plataformas tecnológicas, aplicaciones informáticas y similares que presten los servicios a que se refiere la fracción II del artículo 18-B de la Ley del Impuesto al Valor Agregado, por los ingresos que generen a través de los citados medios por la realización de las actividades mencionadas,  ||| [Art.113-B · medium · direct_mention] de las citadas plataformas tecnológicas, aplicaciones informáticas y similares, la información a que se refiere la fracción III del artículo 18-J de la Ley del Impuesto al Valor Agregado, en los términos y condiciones que establece el último párrafo de dicha fracción. Esta obligación será independie"
codigo-fiscal-de-la-federacion,CÓDIGO Fiscal de la Federación,CFF,ley-aduanera,LEY Aduanera,LA,fiscal,comercio-exterior,False,5,11,"[Art.42 · high · establecida_en] debiéndola exhibir a la autoridad durante la visita, y  f)	Las inherentes y derivadas de autorizaciones, concesiones, padrones, registros o patentes establecidos en la Ley Aduanera, su Reglamento y las Reglas Generales de Comercio Exterior que emita el Servicio de Administración Tributaria.  g)	Que  ||| [Art.70 · high · establecida_en] el momento en que se cometió la infracción y la multa vigente en el momento de su imposición.  El monto de las multas y cantidades en moneda nacional establecidas en la Ley Aduanera se actualizarán conforme a las disposiciones establecidas en el artículo 17-A de este Código, relativas a la actualiza ||| [Art.103 · high · senalada_en] arriben al almacén general de depósito que hubiera expedido la carta de cupo para almacenar dicha mercancía o a los locales autorizados, en el plazo señalado en la Ley Aduanera, o no se acredite el no arribo de dichas mercancías por caso fortuito o de fuerza mayor. Fracción reformada DOF 07-11-2025 ","[Art.2o · high · senalada_en] ienes, aun cuando las leyes los consideren inalienables o irreductibles a propiedad particular.  IV.	Residentes en territorio nacional, además de los señalados en el Código Fiscal de la Federación, las personas físicas o morales residentes en el extranjero, que tengan uno o varios establecimientos p ||| [Art.6o · high · lo_dispuesto] autógrafa. La firma electrónica avanzada, los sellos digitales y sus respectivos certificados deberán tramitarse y quedan sujetos, en lo aplicable, a lo dispuesto en el Código Fiscal de la Federación.  Cuando se reciba en el sistema electrónico aduanero el documento electrónico o digital, éste gener ||| [Art.36 · high · a_que_refiere] tadores, exportadores, agentes aduanales, agencias aduanales y mandatarios autorizados, producirá los mismos efectos que la firma autógrafa de éstos, a que se refiere el Código Fiscal de la Federación. Artículo reformado DOF 30-12-1996, 31-12-1998, 01-01-2002, 30-12-2002, 09-12-2013, 25-06-2018"
ley-de-aguas-nacionales,LEY de Aguas Nacionales,LAN,ley-general-del-equilibrio-ecologico-y-la-proteccion-al-ambiente,LEY General del Equilibrio Ecológico y la Protección al Ambiente,LGEEPA,ambiental,ambiental,True,10,6,"[Art.21 · high · conforme_dispuesto] a, en su caso, y restauración del recurso hídrico; en adición deberá presentarse el costo económico y ambiental de las obras proyectadas, esto último conforme a lo dispuesto en la Ley General del Equilibrio Ecológico y la Protección al Ambiente; Fracción reformada DOF 11-12-2025  VIII.	La duración d ||| [Art.23 · high · en_los_terminos] federales correspondientes, y también, de haberse solicitado, la explotación, uso o aprovechamiento de dichos cauces, vasos o zonas, siempre y cuando en los términos de la Ley General del Equilibrio Ecológico y la Protección al Ambiente, si fuere el caso, se cumpla con la manifestación del impacto a ||| [Art.29 · high · prevista_en] biental o de cualquier otra índole; Fracción adicionada DOF 08-05-2023  XX. Cuando no se cumpla con el Programa de Restauración, Cierre y Post-cierre previsto en la Ley General del Equilibrio Ecológico y la Protección al Ambiente, y Fracción adicionada DOF 08-05-2023  XXI. Las demás previstas en est","[Art.89 · high · prevista_en] da DOF 13-12-1996  V.- Las suspensiones o revocaciones de permisos, autorizaciones, concesiones o asignaciones otorgados conforme a las disposiciones previstas en la Ley de Aguas Nacionales, en aquellos casos de obras o actividades que dañen los recursos hidráulicos nacionales o que afecten el equil ||| [Art.130 · high · lo_dispuesto] ARTÍCULO 130. La Secretaría autorizará el vertido de aguas residuales en aguas marinas, de conformidad con lo dispuesto en la Ley de Aguas Nacionales, su Reglamento y las normas oficiales mexicanas que al respecto expida. Cuando el origen de las descargas provenga de fuentes móviles o de plataforma ||| [Art.118 · medium · direct_mention] istemas de tratamiento de aguas residuales que deban instalarse;  IV.- El establecimiento de zonas reglamentadas, de veda o de reserva en términos de la Ley de Aguas Nacionales; Fracción reformada DOF 13-12-1996  V. Las concesiones, asignaciones, permisos y en general autorizaciones que deban obtene"
ley-de-amparo-reglamentaria-de-los-articulos-103-y-107-de-la-constitucion-politica-de-los-estados-unidos-mexicanos,"LEY de Amparo, Reglamentaria de los artículos 103 y 107 de la Constitución Política de los Estados Unidos Mexicanos",LAmp,ley-organica-del-poder-judicial-de-la-federacion,LEY Orgánica del Poder Judicial de la Federación,LOPJF,judicial,judicial,True,2,14,"[Art.3o · medium · direct_mention] toda información relacionada con los expedientes en el sistema.  El Órgano de Administración Judicial, en ejercicio de las facultades que le confiere la Ley Orgánica del Poder Judicial de la Federación, emitirá los acuerdos generales que considere necesarios a efecto de establecer las bases y el cor ||| [Art.263 · medium · direct_mention] n son responsables en los juicios de amparo por los delitos y faltas que cometan en los términos que los definen y castigan el Código Penal Federal y la Ley Orgánica del Poder Judicial de la Federación, así como este Capítulo. Artículo reformado DOF 13-03-2025","[Art.16 · high · establecida_en] nstitución Política de los Estados Unidos Mexicanos; VI.	De los procedimientos de declaratoria general de inconstitucionalidad, de conformidad con lo establecido en la Ley de Amparo, Reglamentaria de los artículos 103 y 107 de la Constitución Política de los Estados Unidos Mexicanos; VII.	De los amp ||| [Art.20 · high · a_que_refiere] rte de Justicia de la Nación; XIV.	Realizar todos los actos tendientes a dar trámite al procedimiento de declaratoria general de inconstitucionalidad a que se refiere la Ley de Amparo, Reglamentaria de los artículos 103 y 107 de la Constitución Política de los Estados Unidos Mexicanos; XV.	Atender l ||| [Art.35 · high · conforme_dispuesto] uito podrá denunciar las contradicciones de criterios ante el Pleno de la Suprema Corte de Justicia de la Nación, así como ante los Plenos Regionales conforme a lo dispuesto en la Ley de Amparo, Reglamentaria de los artículos 103 y 107 de la Constitución Política de los Estados Unidos Mexicanos."
ley-de-instituciones-de-credito,LEY de Instituciones de Crédito,LIC,ley-del-mercado-de-valores,LEY del Mercado de Valores,LMV,financiero,financiero,True,13,2,"[Art.12 · high · regulada_por] y velando por su liquidez y solvencia. Las mencionadas acciones se mantendrán en depósito en alguna de las instituciones para el depósito de valores reguladas en la Ley del Mercado de Valores, las que en ningún caso se encontrarán obligadas a entregarlas a los titulares. Párrafo reformado DOF 01-02- ||| [Art.29 · high · lo_dispuesto] n de banca múltiple se le notifique, en términos del presente artículo, que ha incurrido en alguna causal de revocación, y sea emisora en términos de lo dispuesto en la Ley del Mercado de Valores, la institución podrá diferir la divulgación de dicho evento relevante, en términos del artículo 105 de  ||| [Art.45-G · high · regulada_por] n términos del artículo 12 de esta Ley. Las mencionadas acciones se mantendrán en depósito en alguna de las instituciones para el depósito de valores reguladas en la Ley del Mercado de Valores, las que en ningún caso se encontrarán obligadas a entregarlas a los titulares. En todo caso, en lo relativ","[Art.171 · medium · direct_mention] r obligaciones subordinadas de conversión obligatoria a títulos representativos de su capital social, ajustándose a lo dispuesto en el artículo 64 de la Ley de Instituciones de Crédito, así como títulos opcionales y certificados bursátiles, para la realización de las actividades que les sean propias ||| [Art.413 · medium · direct_mention] édito que celebren operaciones con valores por cuenta propia con el público en general o por cuenta de terceros al amparo de los artículos 53 y 81 de la Ley de Instituciones de Crédito, o bien, en cumplimiento de fideicomisos, mandatos o comisiones, estarán sujetas, en lo conducente, a lo establecid"
ley-de-instituciones-de-credito,LEY de Instituciones de Crédito,LIC,ley-general-de-titulos-y-operaciones-de-credito,LEY General de Títulos y Operaciones de Crédito,LGTOC,financiero,financiero,True,10,5,"[Art.46 · high · a_que_refiere] édito previa recepción de su importe, hacer efectivos créditos y realizar pagos por cuenta de clientes;  XV. Practicar las operaciones de fideicomiso a que se refiere la Ley General de Títulos y Operaciones de Crédito, y llevar a cabo mandatos y comisiones;  Las instituciones de crédito podrán celeb ||| [Art.64 · high · lo_previsto] los términos y condiciones en que podrá procederse a su remoción y a la designación de nuevo representante. No será aplicable a estos representantes, lo previsto en la Ley General de Títulos y Operaciones de Crédito, para los representantes comunes de obligacionistas.  La inversión de los pasivos ca ||| [Art.66 · high · lo_dispuesto] Artículo 66.- Los contratos de crédito refaccionario y de habilitación o avío, que celebren las instituciones de crédito, se ajustarán a lo dispuesto por la Ley General de Títulos y Operaciones de Crédito, y a las bases siguientes:  I. Se consignarán, según convenga a las partes y cualquiera que sea","[Art.275 · high · lo_dispuesto] ntas de depósito a plazo o previo aviso, se comprobarán únicamente mediante constancias por escrito, precisamente nominativas y no negociables, salvo lo dispuesto en la Ley General de Instituciones de Crédito.  Sección Segunda Del Depósito Bancario de Títulos ||| [Art.274 · medium · direct_mention] e con recibos del depositario o con anotaciones hechas por él en las libretas que al efecto deberá entregar a los depositantes, salvo lo que previene la Ley General de Instituciones de Crédito. ||| [Art.334 · medium · direct_mention] ontrato de crédito refaccionario o de habilitación o avío, en los términos del artículo 326;  VIII.- Por el cumplimiento de los requisitos que señala la Ley General de Instituciones de Crédito, si se trata de créditos en libros."
ley-de-los-sistemas-de-ahorro-para-el-retiro,LEY de los Sistemas de Ahorro para el Retiro,LSAR,ley-del-seguro-social,LEY del Seguro Social,LSS,financiero,seguridad-social,False,4,11,"[Art.74 · high · conformidad] Artículo 74.- Los trabajadores afiliados tienen derecho a la apertura de su cuenta individual de conformidad con la Ley del Seguro Social, en la administradora de su elección. Para abrir las cuentas individuales, se les asignará una clave de identificación por el Instituto Mexicano del ||| [Art.74 · high · prevista_en] o, los trabajadores afiliados podrán solicitar a su administradora que se traspasen sus cuentas individuales que se hayan abierto conforme al régimen previsto en la Ley del Seguro Social de 1973.  Las aportaciones complementarias de retiro sólo podrán retirarse cuando el trabajador afiliado tenga de ||| [Art.80 · high · prevista_en] ión de seguros elegida por el trabajador o sus beneficiarios para la contratación de las rentas vitalicias y seguros de sobrevivencia en los términos previstos en la Ley del Seguro Social. En cada caso, el trabajador o sus beneficiarios decidirán libremente si los recursos de la subcuenta de aportac","[Art.167 · high · prevista_en] anzada y vejez. Dichas cuotas se recibirán y se depositarán en las respectivas subcuentas de la cuenta individual de cada trabajador, en los términos previstos en la Ley para la Coordinación de los Sistemas de Ahorro para el Retiro. ||| [Art.182 · high · lo_dispuesto] rísticas de estas cuentas, no previstas en esta Ley y en la Ley del Instituto del Fondo Nacional de la Vivienda para los Trabajadores, se sujetarán a lo dispuesto por la Ley para la Coordinación de los Sistemas de Ahorro para el Retiro. ||| [Art.187 · high · lo_dispuesto] la Comisión Nacional del Sistema de Ahorro para el Retiro, ante esta misma Comisión. El procedimiento correspondiente ante la Comisión se sujetará a lo dispuesto en la Ley para la Coordinación de los Sistemas de Ahorro para el Retiro."
ley-general-de-sociedades-cooperativas,LEY General de Sociedades Cooperativas,LGSC,ley-para-regular-las-actividades-de-las-sociedades-cooperativas-de-ahorro-y-prestamo,LEY para Regular las Actividades de las Sociedades Cooperativas de Ahorro y Préstamo,LRASCAP,mercantil,fiscal,False,3,11,"[Art.33 · high · lo_dispuesto] Artículo 33.- Las Sociedades Cooperativas que tengan por objeto realizar actividades de ahorro y préstamo se regirán por esta Ley, así como por lo dispuesto por la Ley para Regular las Actividades de las Sociedades Cooperativas de Ahorro y Préstamo.  Se entenderá como ahorro, la captación de recurso ||| [Art.36 · high · establecida_en] tivas de Ahorro y Préstamo, la Asamblea General además conocerá y resolverá en los mismos términos señalados en el párrafo anterior, aquellos asuntos establecidos en la Ley para Regular las Actividades de las Sociedades Cooperativas de Ahorro y Préstamo. Párrafo adicionado DOF 13-08-2009 ||| [Art.34 · medium · direct_mention] ontar, cuando menos con:  a)	Comité de Crédito o su equivalente;  b)	Comité de Riesgos;  c)	Un director o gerente general, y  d)	Un auditor Interno.  La Ley para Regular las Actividades de las Sociedades Cooperativas de Ahorro y Préstamo, podrá establecer excepciones a lo establecido esta fracción, ","[Art.2 · high · a_que_refiere] términos de esta Ley;  IV.	Comité Técnico: al órgano rector del Fondo de Protección a que se refiere esta Ley;  V.	Confederación: a la Confederación a que se refiere la Ley General de Sociedades Cooperativas;  VI.	Federaciones: en singular o plural, a las Federaciones a que se refiere la Ley General ||| [Art.27 · high · lo_dispuesto] ades Cooperativas de Ahorro y Préstamo no podrán contar con secciones o departamentos distintos a las actividades de ahorro y préstamo en términos de lo dispuesto en la Ley General de Sociedades Cooperativas, salvo que ofrezcan servicios y productos de asistencia social a sus Socios en los términos  ||| [Art.132 · high · lo_previsto] de la Federación el 31 de agosto de 2007, se transformarán en Sociedades Cooperativas de Ahorro y Préstamo, quedando sujetas por ministerio de Ley a lo previsto en la Ley General de Sociedades Cooperativas, en la Ley para Regular las Actividades de las Sociedades Cooperativas de Ahorro y Préstamo y "
codigo-fiscal-de-la-federacion,CÓDIGO Fiscal de la Federación,CFF,ley-del-impuesto-especial-sobre-produccion-y-servicios,LEY del Impuesto Especial sobre Producción y Servicios,LIEPS,fiscal,fiscal,True,10,3,"[Art.86-A · high · en_los_terminos] Artículo 86-A. Son infracciones relacionadas con marbetes, precintos o envases que contienen bebidas alcohólicas, en los términos de la Ley del Impuesto Especial sobre Producción y Servicios, las siguientes:  I. No adherir marbetes o precintos a los envases o recipientes que contengan bebidas alcohó ||| [Art.29-A · medium · direct_mention] ecial sobre producción y servicios que enajenen tabacos labrados de conformidad con lo establecido por el artículo 19, fracción II, último párrafo de la Ley del Impuesto Especial sobre Producción y Servicios, deberán especificar el peso total de tabaco contenido en los tabacos labrados enajenados o, ||| [Art.69 · medium · direct_mention] el artículo 400 Bis del Código Penal Federal, que realice la Secretaría de Hacienda y Crédito Público ni cuando, para los efectos del artículo 26 de la Ley del Impuesto Especial sobre Producción y Servicios, la autoridad requiera intercambiar información con la Comisión Federal para la Protección co","[Art.7o · high · senalada_en] Artículo 7o.- Para los efectos de esta Ley, se entiende por enajenación, además de lo señalado en el Código Fiscal de la Federación, el faltante de materias primas o de bienes en los inventarios de los contribuyentes que no cumplan con los requisitos que establezca el Reglamento d ||| [Art.19 · high · conformidad] n, además de las obligaciones señaladas en otros artículos de la misma y en las demás disposiciones fiscales, las siguientes:  I.	Llevar contabilidad de conformidad con el Código Fiscal de la Federación, su Reglamento y el Reglamento de esta Ley, y efectuar conforme a este último la separación de la ||| [Art.24 · high · establecida_en] amente el precio en que los contribuyentes enajenaron los productos a que se refiere esta Ley, utilizando, indistintamente, cualquiera de los métodos establecidos en el Código Fiscal de la Federación o los que a continuación se señalan: Párrafo reformado DOF 31-12-1999, 01-01-2002  I.- Los precios c"
ley-aduanera,LEY Aduanera,LA,ley-del-impuesto-sobre-la-renta,LEY del Impuesto sobre la Renta,LISR,comercio-exterior,fiscal,False,9,3,"[Art.61 · high · en_los_terminos] a las demarcaciones territoriales de la Ciudad de México, o a personas morales con fines no lucrativos autorizadas para recibir donativos deducibles en los términos de la Ley del Impuesto sobre la Renta que, en su caso, expresamente señale el donante, para la atención de requerimientos básicos de su ||| [Art.106 · high · en_los_terminos] ados por entidades públicas, nacionales o extranjeras, así como por universidades o entidades privadas, autorizadas para recibir donativos deducibles en los términos de la Ley del Impuesto sobre la Renta.  c)	Las de enseres, utilería y demás equipo necesario para la filmación, siempre que se utilice ||| [Art.135-C · high · prevista_en] permanecer en los recintos fiscalizados por un tiempo limitado de hasta dos años, salvo en los siguientes casos, en los que el plazo será no mayor al previsto en la Ley del Impuesto sobre la Renta para su depreciación:  I. Maquinaria, equipo, herramientas, instrumentos, moldes y refacciones destinad","[Art.28 · high · en_los_terminos] tos de los honorarios de agentes aduanales y de los gastos en que incurran dichos agentes o la persona moral constituida por dichos agentes aduanales en los términos de la Ley Aduanera.  XXIII.	Los pagos realizados a partes relacionadas o a través de un acuerdo estructurado, cuando los ingresos de s ||| [Art.148 · high · en_los_terminos] tos de los honorarios de agentes aduanales y de los gastos en que incurran dichos agentes o la persona moral constituida por dichos agentes aduanales en los términos de la Ley Aduanera.  XIV.	Los pagos de cantidades iniciales por el derecho de adquirir o vender, bienes, divisas, acciones u otros tít ||| [Art.167 · high · en_los_terminos] el uso o goce temporal de carros de ferrocarril; de contenedores, remolques o semirremolques que sean importados de manera temporal hasta por un mes en los términos de la Ley Aduanera; así como de embarcaciones que tengan concesión o permiso del Gobierno Federal para ser explotados comercialmente, s"
